"id","rightsHolder","datasetName","basisOfRecord","year","month","latitude","longitude","coordinatePrecision","coordinateUncertaintyInMeters","type","taxon_id","taxonRank","taxaSubGroup","kingdom","phylum","class","order","family","genus","scientificName","is_terrestrial","is_freshwater","is_brackish","is_marine","simple_scientificName"
"6481712a80233a00214449c1","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2015","08",25.15145,121.4438,1e-05,,"land","t0060630","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Tryblionella","Tryblionella acuminata",,"true",,"true","Tryblionella acuminata"
"6481712880233a002144430d","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2016","05",24.9431,121.536,1e-05,,"land","t0059624","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Cymbellales","Cymbellaceae","Cymbella","Cymbella affinis",,"true",,"true","Cymbella affinis"
"6481712280233a0021442f0d","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2014","08",23.14,120.47,1e-05,,"land","t0060164","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia linearis",,"true",,"true","Nitzschia linearis"
"6481712d80233a00214451ed","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2013","11",24.42485,120.89526,1e-05,,"land","t0059532","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Cocconeidales","Cocconeidaceae","Cocconeis","Cocconeis placentula",,"true",,"true","Cocconeis placentula"
"6481712380233a002144315e","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2015","02",23.12,120.38,1e-05,,"land","t0060661","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae","Gomphonema","Gomphonema parvulum",,"true",,"true","Gomphonema parvulum"
"6481712a80233a00214448a5","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2017","02",25.0685,121.653,1e-05,,"land","t0060078","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Navicula rostellata",,"true",,"true","Navicula rostellata"
"6481712480233a0021443410","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2014","08",23.14,120.43,1e-05,,"land","t0060164","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia linearis",,"true",,"true","Nitzschia linearis"
"6481712680233a0021443a2f","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2015","09",23.49788,120.30323,1e-05,,"land","t0060125","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia acicularis",,"true",,"true","Nitzschia acicularis"
"64524720d9db0801d6b8cc09","台灣生物多樣性網絡 TBN","2016年南部底棲藻類調查","HumanObservation","2016","03",23.44711,120.15425,,0,"land","t0059917","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Melosirales","Melosiraceae","Melosira","Melosira nummuloides",,"true",,"true","Melosira nummuloides"
"6481712680233a0021443c25","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2016","11",23.50753,120.52843,1e-05,,"land","t0025272","genus","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Naviculales","Naviculaceae","","Navicula",,,,,
"6481712480233a00214434e3","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2014","08",23.12,120.35,1e-05,,"land","t0059624","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Cymbellales","Cymbellaceae","Cymbella","Cymbella affinis",,"true",,"true","Cymbella affinis"
"6481712480233a00214434f1","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2014","08",23.11,120.2,1e-05,,"land","t0059624","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Cymbellales","Cymbellaceae","Cymbella","Cymbella affinis",,"true",,"true","Cymbella affinis"
"6481712680233a0021443af9","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2015","11",23.51005,120.37475,1e-05,,"land","t0025272","genus","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Naviculales","Naviculaceae","","Navicula",,,,,
"653a4cd34b4b60006e325d85","台灣生物多樣性網絡 TBN","台灣新竹新豐紅樹林矽藻物種調查","HumanObservation","2017","12",24.908907,120.971857,,0,"land","t0060188","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia sigma",,"true",,"true","Nitzschia sigma"
"6481712780233a0021443f0e","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2016","03",24.67568,120.94928,1e-05,,"land","t0060004","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Navicula gregaria",,"true","true","true","Navicula gregaria"
"6481712f80233a0021445888","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2017","07",23.87966,121.54204,1e-05,,"land","t0059541","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Cymbellales","Cymbellaceae","Cymbella","Cymbella tumida",,"true",,"true","Cymbella tumida"
"6481712180233a0021442ab9","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2006","02",23.38673,120.45478,1e-05,,"land","t0059437","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Cylindrotheca","Cylindrotheca closterium",,"true",,"true","Cylindrotheca closterium"
"64524d63d9db0801d6b98c97","台灣生物多樣性網絡 TBN","磺溪底棲矽藻調查","Occurrence","2013","12",25.207908,121.59366,,0,"land","t0059369","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Bacillaria","Bacillaria paradoxa",,"true",,"true","Bacillaria paradoxa"
"64592b59a0a307002cfc7551","臺灣國家公園生物多樣性資料庫","109年度港口溪水質及生態資源調查計畫","Occurrence","2020","09",22.02937,120.83712,,,"land","t0060070","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Navicula pupula",,"true",,"true","Navicula pupula"
"6481712580233a0021443715","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2014","08",23.14,120.47,1e-05,,"land","t0059989","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Navicula exigua",,"true",,"true","Navicula exigua"
"653a6ffd794f0400153b668c","台灣生物多樣性網絡 TBN","東部沿岸矽藻調查","HumanObservation","2016","03",24.497076,121.844107,,0,"land","t0025339","genus","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Naviculales","Pleurosigmataceae","","Pleurosigma",,,,,
"6481712e80233a0021445589","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2018","01",23.67668,121.46344,1e-05,,"land","t0059922","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Melosirales","Melosiraceae","Melosira","Melosira varians",,"true",,"true","Melosira varians"
"653a4d674b4b60006e328781","台灣生物多樣性網絡 TBN","台灣新竹新豐紅樹林矽藻物種調查","HumanObservation","2017","10",24.908907,120.971857,,0,"land","t0025264","genus","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Thalassiosirales","Thalassiosiraceae","","Thalassiosira",,,,,
"6607a77df07164005c4e9b14","臺灣生物多樣性資訊機構 TaiBIF","eDNA along Houdong riverine zonation in Taiwan","MaterialSample","2022","04",24.830522,121.804607,,30,"land","t0060607","species","Chromista","Chromista","Pseudofungi","Oomycetes","Saprolegniales","Saprolegniaceae","Brevilegnia","Brevilegnia unisperma",,,,,"Brevilegnia unisperma"
"6607a77df07164005c4e990b","臺灣生物多樣性資訊機構 TaiBIF","eDNA along Houdong riverine zonation in Taiwan","MaterialSample","2022","04",24.830522,121.804607,,30,"land","t0003787","family","Chromista","Chromista","Pseudofungi","Oomycetes","Pythiales","","","Pythiaceae",,,,,
"64521631d9db0801d6b0e4c7","台灣生物多樣性網絡 TBN","武陵七家灣溪流域矽藻調查","HumanObservation","2019","10",24.3587,121.3075,,0,"land","t0025437","genus","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Cymbellales","Rhoicospheniaceae","","Encyonema",,,,,
"6481712980233a00214444b5","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2016","08",24.9431,121.536,1e-05,,"land","t0060106","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Navicula tenera",,"true",,"true","Navicula tenera"
"6481712b80233a0021444a5f","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2018","07",24.67113,121.60627,1e-05,,"land","t0060164","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia linearis",,"true",,"true","Nitzschia linearis"
"6481712c80233a0021444fa6","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2014","01",24.52972,120.81597,1e-05,,"land","t0059978","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Navicula cuspidata",,"true",,"true","Navicula cuspidata"
"6481712480233a00214435cd","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2014","08",23.09,120.51,1e-05,,"land","t0059624","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Cymbellales","Cymbellaceae","Cymbella","Cymbella affinis",,"true",,"true","Cymbella affinis"
"6481712080233a0021442872","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2005","07",24.628,121.0061,1e-05,,"land","t0060660","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Fragilariales","Fragilariaceae","Fragilaria","Fragilaria construens",,"true","true","true","Fragilaria construens"
"6481712180233a0021442c09","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2007","06",24.649,120.875,1e-05,,"land","t0059975","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Navicula cryptocephala","true","true","true","true","Navicula cryptocephala"
"6481712c80233a0021444dd2","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2013","11",24.44684,120.90391,1e-05,,"land","t0059260","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Mastogloiales","Achnanthaceae","Achnanthes","Achnanthes linearis",,"true",,"true","Achnanthes linearis"
"6481712e80233a00214454d7","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2019","03",23.78668,121.46196,1e-05,,"land","t0059989","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Navicula exigua",,"true",,"true","Navicula exigua"
"6481712080233a00214427bb","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2005","02",24.67579,120.94912,1e-05,,"land","t0059664","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Rhabdonematales","Tabellariaceae","Diatoma","Diatoma vulgare",,,,,"Diatoma vulgare"
"6481712680233a0021443bca","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2015","11",23.4915,120.512,1e-05,,"land","t0059953","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Navicula bacillum",,"true",,"true","Navicula bacillum"
"64524d63d9db0801d6b98ce3","台灣生物多樣性網絡 TBN","磺溪底棲矽藻調查","Occurrence","2013","12",25.235266,121.61948,,0,"land","t0025272","genus","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Naviculales","Naviculaceae","","Navicula",,,,,
"6481712e80233a00214453bf","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2017","06",23.0139,121.1631,1e-05,,"land","t0059762","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Fragilariales","Fragilariaceae","Fragilaria","Fragilaria capucina",,"true",,"true","Fragilaria capucina"
"6481712f80233a0021445778","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2018","07",23.66031,121.42073,1e-05,,"land","t0059981","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Navicula dicephala",,,,"true","Navicula dicephala"
"6481712280233a0021442dc2","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2012","12",24.49402,120.79736,1e-05,,"land","t0059263","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Mastogloiales","Achnanthaceae","Achnanthes","Achnanthes minutissima","true","true",,"true","Achnanthes minutissima"
"6481712280233a0021442efa","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2014","08",23.21,120.5,1e-05,,"land","t0059981","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Navicula dicephala",,,,"true","Navicula dicephala"
"653a4d664b4b60006e328699","台灣生物多樣性網絡 TBN","台灣新竹新豐紅樹林矽藻物種調查","HumanObservation","2017","05",24.908387,120.971713,,0,"land","t0060547","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia frustulum",,"true",,"true","Nitzschia frustulum"
"6481712d80233a0021445187","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2013","09",24.4668,120.88588,1e-05,,"land","t0059796","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae","Gomphonema","Gomphonema abbreviatum",,"true",,"true","Gomphonema abbreviatum"
"6481712380233a0021443243","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2015","10",25.06321,121.50652,1e-05,,"land","t0060279","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Naviculales","Pinnulariaceae","Pinnularia","Pinnularia braunii",,"true",,"true","Pinnularia braunii"
"6481712280233a0021442ea8","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2012","10",24.62274,120.75639,1e-05,,"land","t0059953","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Navicula bacillum",,"true",,"true","Navicula bacillum"
"6481712d80233a002144515a","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2014","01",24.57977,120.86287,1e-05,,"land","t0060306","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Navicula placentula","true","true",,"true","Navicula placentula"
"6481712c80233a0021444ec2","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2014","04",24.42485,120.89526,1e-05,,"land","t0060547","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia frustulum",,"true",,"true","Nitzschia frustulum"
"6481712980233a002144442d","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2016","08",24.8847,121.283,1e-05,,"land","t0060004","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Navicula gregaria",,"true","true","true","Navicula gregaria"
"6481712d80233a0021445089","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2014","04",24.54885,120.92448,1e-05,,"land","t0058597","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Navicula minima",,,,"true","Navicula minima"
"64521631d9db0801d6b0e4ab","台灣生物多樣性網絡 TBN","武陵七家灣溪流域矽藻調查","HumanObservation","2019","10",24.35447,121.31383,,0,"land","t0025272","genus","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Naviculales","Naviculaceae","","Navicula",,,,,
"6481712d80233a00214451da","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2014","04",24.4668,120.88588,1e-05,,"land","t0060553","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia palea",,"true",,"true","Nitzschia palea"
"6481712380233a00214432ea","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2014","08",23.08,120.51,1e-05,,"land","t0058325","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Fragilariales","Fragilariaceae","Synedra","Synedra ulna",,"true",,"true","Synedra ulna"
"6481712780233a0021443f4b","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2015","07",24.66474,120.99013,1e-05,,"land","t0058597","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Navicula minima",,,,"true","Navicula minima"
"6481712f80233a002144576a","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2018","07",23.65461,121.44236,1e-05,,"land","t0060661","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae","Gomphonema","Gomphonema parvulum",,"true",,"true","Gomphonema parvulum"
"6481712b80233a0021444c2d","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2017","02",24.0216,121.1835,1e-05,,"land","t0025272","genus","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Naviculales","Naviculaceae","","Navicula",,,,,
"6481712180233a0021442b0a","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2006","05",23.43131,120.46357,1e-05,,"land","t0059615","species","Chromista","Chromista","Bacillariophyta","Mediophyceae","Stephanodiscales","Stephanodiscaceae","Cyclotella","Cyclotella stelligera",,"true",,"true","Cyclotella stelligera"
"6481712380233a002144326c","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2014","08",23.14,120.47,1e-05,,"land","t0059614","species","Chromista","Chromista","Bacillariophyta","Mediophyceae","Stephanodiscales","Stephanodiscaceae","Cyclotella","Cyclotella meneghiniana",,"true",,"true","Cyclotella meneghiniana"
"6481712a80233a002144479b","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2016","08",25.0077,121.531,1e-05,,"land","t0059624","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Cymbellales","Cymbellaceae","Cymbella","Cymbella affinis",,"true",,"true","Cymbella affinis"
"6481712880233a0021444340","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2016","08",24.9993,121.609,1e-05,,"land","t0059694","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Naviculales","Diploneidaceae","Diploneis","Diploneis ovalis",,"true","true","true","Diploneis ovalis"
"6481712e80233a002144563d","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2018","04",23.78668,121.46196,1e-05,,"land","t0060660","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Fragilariales","Fragilariaceae","Fragilaria","Fragilaria construens",,"true","true","true","Fragilaria construens"
"6481712b80233a0021444a31","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2018","07",24.71396,121.82032,1e-05,,"land","t0060306","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Navicula placentula","true","true",,"true","Navicula placentula"
"6481712d80233a002144529c","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2014","04",24.41159,120.86688,1e-05,,"land","t0059635","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Cymbellales","Cymbellaceae","Cymbella","Cymbella lanceolata",,"true","true","true","Cymbella lanceolata"
"64521630d9db0801d6b0e094","台灣生物多樣性網絡 TBN","武陵七家灣溪流域矽藻調查","HumanObservation","2019","04",24.3587,121.3075,,0,"land","t0059528","variety","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Cocconeidales","Cocconeidaceae","Cocconeis","Cocconeis placentula var. lineata",,"true",,"true","Cocconeis placentula"
"64593bcca0a307002cfcbe0a","臺灣國家公園生物多樣性資料庫","109年度港口溪水質及生態資源調查計畫","Occurrence","2020","09",22.08479,120.82998,,,"land","t0060004","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Navicula gregaria",,"true","true","true","Navicula gregaria"
"6481712880233a0021444107","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2015","12",24.62828,121.00682,1e-05,,"land","t0060531","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Surirellales","Surirellaceae","Surirella","Surirella robusta",,"true",,"true","Surirella robusta"
"6481712d80233a0021445294","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2014","04",24.41159,120.86688,1e-05,,"land","t0060660","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Fragilariales","Fragilariaceae","Fragilaria","Fragilaria construens",,"true","true","true","Fragilaria construens"
"6481712280233a0021442e86","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2012","10",24.55963,120.85948,1e-05,,"land","t0059532","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Cocconeidales","Cocconeidaceae","Cocconeis","Cocconeis placentula",,"true",,"true","Cocconeis placentula"
"6481712b80233a0021444a04","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2016","05",24.9431,121.536,1e-05,,"land","t0059779","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Naviculales","Amphipleuraceae","Frustulia","Frustulia vulgaris",,"true",,"true","Frustulia vulgaris"
"6481712980233a00214444d6","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2016","08",25.032,121.455,1e-05,,"land","t0060131","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia brevissima",,"true",,"true","Nitzschia brevissima"
"6481712380233a00214430a0","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2014","08",23.14,120.4,1e-05,,"land","t0060661","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae","Gomphonema","Gomphonema parvulum",,"true",,"true","Gomphonema parvulum"
"6481712f80233a00214457ce","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2017","04",23.66236,121.4346,1e-05,,"land","t0059624","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Cymbellales","Cymbellaceae","Cymbella","Cymbella affinis",,"true",,"true","Cymbella affinis"
"6481712580233a00214438ca","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2014","08",23.16,120.34,1e-05,,"land","t0059989","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Navicula exigua",,"true",,"true","Navicula exigua"
"6481712a80233a0021444799","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2017","02",25.1132,121.478,1e-05,,"land","t0060145","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia filiformis",,"true",,"true","Nitzschia filiformis"
"6481712280233a0021442e90","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2012","10",24.55963,120.85948,1e-05,,"land","t0059991","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Surirellales","Surirellaceae","Surirella","Surirella fastuosa",,,,"true","Surirella fastuosa"
"6481712480233a00214436f8","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2014","08",23.12,120.38,1e-05,,"land","t0060164","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia linearis",,"true",,"true","Nitzschia linearis"
"6481712c80233a0021444e5a","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2013","11",24.4668,120.88588,1e-05,,"land","t0060175","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia paleacea",,"true",,"true","Nitzschia paleacea"
"653a6ffe794f0400153b66e0","台灣生物多樣性網絡 TBN","東部沿岸矽藻調查","HumanObservation","2017","03",23.500757,121.504833,,0,"land","t0025164","genus","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Mastogloiales","Achnanthaceae","","Achnanthes",,,,,
"6481712180233a0021442b30","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2006","05",23.43187,120.54756,1e-05,,"land","t0058595","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Navicula hungarica",,"true",,"true","Navicula hungarica"
"6481712780233a0021443f79","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2015","12",24.66474,120.99013,1e-05,,"land","t0059614","species","Chromista","Chromista","Bacillariophyta","Mediophyceae","Stephanodiscales","Stephanodiscaceae","Cyclotella","Cyclotella meneghiniana",,"true",,"true","Cyclotella meneghiniana"
"6481712580233a0021443854","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2014","08",23.08,120.51,1e-05,,"land","t0060661","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae","Gomphonema","Gomphonema parvulum",,"true",,"true","Gomphonema parvulum"
"6481712780233a0021443fb6","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2015","06",24.7012,121.05004,1e-05,,"land","t0060132","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia clausii",,"true",,"true","Nitzschia clausii"
"6481712c80233a002144503a","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2014","04",24.56688,120.93639,1e-05,,"land","t0060735","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia sinuata",,,,,"Nitzschia sinuata"
"6481712880233a0021444223","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2016","02",25.15146,121.444,1e-05,,"land","t0059249","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Mastogloiales","Achnanthaceae","Achnanthes","Achnanthes biasolettiana",,"true",,"true","Achnanthes biasolettiana"
"64524d63d9db0801d6b98b50","台灣生物多樣性網絡 TBN","磺溪底棲矽藻調查","Occurrence","2013","04",25.224978,121.611885,,0,"land","t0025272","genus","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Naviculales","Naviculaceae","","Navicula",,,,,
"6481712a80233a002144485d","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2016","05",25.0077,121.531,1e-05,,"land","t0059263","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Mastogloiales","Achnanthaceae","Achnanthes","Achnanthes minutissima","true","true",,"true","Achnanthes minutissima"
"6481712980233a0021444530","河川環境資料庫","Investigation Current Status of River in Taiwan between 2002 to 2020","Occurrence","2016","02",25.10853,121.45755,1e-05,,"land","t0060553","species","Chromista","Chromista","Ochrophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia palea",,"true",,"true","Nitzschia palea"
