"taxonID","taxonRank","taxaSubGroup","family","unrecorded","recorded"
"t0043544","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia uralensis"
"t0043545","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia ustalis"
"t0043546","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia varians"
"t0043547","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia variiformis"
"t0043548","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia veronicarum"
"t0043549","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia versicolor"
"t0043550","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia violae"
"t0043551","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia wattiana"
"t0043552","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia zoysiae"
"t0043553","species","Basidiomycota","Pucciniastraceae","Pucciniastrum","Pucciniastrum agrimoniae"
"t0043554","species","Basidiomycota","Pucciniastraceae","Pucciniastrum","Pucciniastrum boehmeriae"
"t0043555","species","Basidiomycota","Pucciniastraceae","Pucciniastrum","Pucciniastrum castaneae"
"t0043556","species","Basidiomycota","Pucciniastraceae","Pucciniastrum","Pucciniastrum circaeae"
"t0043557","species","Basidiomycota","Pucciniastraceae","Pucciniastrum","Pucciniastrum coriariae"
"t0043558","species","Basidiomycota","Pucciniastraceae","Pucciniastrum","Pucciniastrum formosanum"
"t0043559","species","Basidiomycota","Pucciniastraceae","Pucciniastrum","Pucciniastrum gentianae"
"t0043560","species","Basidiomycota","Pucciniastraceae","Pucciniastrum","Pucciniastrum hikosanense"
"t0043561","species","Basidiomycota","Pucciniastraceae","Pucciniastrum","Pucciniastrum hydrangeae"
"t0043562","species","Basidiomycota","Pucciniastraceae","Pucciniastrum","Pucciniastrum ishikariense"
"t0043563","species","Basidiomycota","Pucciniastraceae","Pucciniastrum","Pucciniastrum malloti"
"t0043564","species","Basidiomycota","Pucciniastraceae","Pucciniastrum","Pucciniastrum potentillae"
"t0043566","species","Basidiomycota","Pucciniastraceae","Pucciniastrum","Pucciniastrum styracinum"
"t0043567","species","Basidiomycota","Pucciniaceae","Pucciniosira","Pucciniosira clemensiae"
"t0043569","species","Basidiomycota","Phakopsoraceae","Pucciniostele","Pucciniostele ampelopsidis"
"t0043570","species","Basidiomycota","Phakopsoraceae","Pucciniostele","Pucciniostele clarkiana"
"t0043571","species","Basidiomycota","Boletaceae","Pulveroboletus","Pulveroboletus ravenelii"
"t0043572","species","Ascomycota","Pyronemataceae","Pulvinula","Pulvinula globifera"
"t0043573","species","Ascomycota","Parmeliaceae","Punctelia","Punctelia borreri"
"t0043574","species","Ascomycota","Parmeliaceae","Punctelia","Punctelia neutralis"
"t0043576","species","Ascomycota","Parmeliaceae","Punctelia","Punctelia subrudecta"
"t0043577","species","Basidiomycota","Punctulariaceae","Punctularia","Punctularia strigosozonata"
"t0043579","species","Basidiomycota","Polyporaceae","Pycnoporus","Pycnoporus cinnabarinus"
"t0043580","species","Basidiomycota","Polyporaceae","Pycnoporus","Pycnoporus coccineus"
"t0043581","species","Basidiomycota","Polyporaceae","Pycnoporus","Pycnoporus sanguineus"
"t0043582","species","Ascomycota","Cucurbitariaceae","Pyrenochaeta","Pyrenochaeta oryzae"
"t0043583","species","Ascomycota","Parodiellaceae","Pyrenochaetina","Pyrenochaetina curcumae"
"t0043584","species","Ascomycota","Pleosporaceae","Pyrenophora","Pyrenophora avenae"
"t0043585","species","Ascomycota","Pyrenulaceae","Pyrenula","Pyrenula albidopunctata"
"t0043587","species","Ascomycota","Pyrenulaceae","Pyrenula","Pyrenula kelungana"
"t0043588","species","Ascomycota","Pyrenulaceae","Pyrenula","Pyrenula mamillana"
"t0043590","species","Ascomycota","Pyriculariaceae","Pyricularia","Pyricularia leersiae"
"t0043591","species","Ascomycota","Pyriculariaceae","Pyricularia","Pyricularia zingiberis"
"t0043593","species","Ascomycota","Pyronemataceae","Pyronema","Pyronema omphalodes"
"t0043596","species","Ascomycota","Caliciaceae","Pyxine","Pyxine limbulata"
"t0043601","species","Other fungi","Gigasporaceae","Racocetra","Racocetra coralloidea"
"t0043602","species","Other fungi","Gigasporaceae","Racocetra","Racocetra fulgida"
"t0043603","species","Other fungi","Gigasporaceae","Racocetra","Racocetra gregaria"
"t0043604","species","Other fungi","Gigasporaceae","Racocetra","Racocetra persica"
"t0043605","species","Other fungi","Gigasporaceae","Racocetra","Racocetra undulata"
"t0043606","species","Other fungi","Gigasporaceae","Racocetra","Racocetra verrucosa"
"t0043608","species","Basidiomycota","Radulomycetaceae","Radulomyces","Radulomyces confluens"
"t0043609","species","Ascomycota","Ophiostomataceae","Raffaelea","Raffaelea crossotarsa"
"t0043610","species","Ascomycota","Ophiostomataceae","Raffaelea","Raffaelea cyclorhipidia"
"t0043611","species","Ascomycota","Mycosphaerellaceae","Ragnhildiana","Ragnhildiana ferruginea"
"t0043612","species","Ascomycota","Mycosphaerellaceae","Ragnhildiana","Ragnhildiana perfoliati"
"t0043613","species","Ascomycota","Ramalinaceae","Ramalina","Ramalina calicaris"
"t0043616","species","Ascomycota","Ramalinaceae","Ramalina","Ramalina geniculata"
"t0043618","species","Ascomycota","Ramalinaceae","Ramalina","Ramalina intermediella"
"t0043619","species","Ascomycota","Ramalinaceae","Ramalina","Ramalina pertusa"
"t0043620","species","Ascomycota","Ramalinaceae","Ramalina","Ramalina pollinaria"
"t0043621","species","Ascomycota","Ramalinaceae","Ramalina","Ramalina pseudosekika"
"t0043622","species","Ascomycota","Ramalinaceae","Ramalina","Ramalina pumila"
"t0043623","species","Ascomycota","Ramalinaceae","Ramalina","Ramalina roesleri"
"t0043624","species","Ascomycota","Ramalinaceae","Ramalina","Ramalina sinensis"
"t0043625","species","Ascomycota","Ramalinaceae","Ramalina","Ramalina subcomplanata"
"t0043626","species","Ascomycota","Ramalinaceae","Ramalina","Ramalina subgeniculata"
"t0043627","species","Basidiomycota","Gomphaceae","Ramaria","Ramaria aurea"
"t0043628","species","Basidiomycota","Gomphaceae","Ramaria","Ramaria botrytis"
"t0043629","species","Basidiomycota","Gomphaceae","Ramaria","Ramaria flaccida"
"t0043630","species","Basidiomycota","Gomphaceae","Ramaria","Ramaria flava"
"t0043631","species","Basidiomycota","Gomphaceae","Ramaria","Ramaria neoformosa"
"t0043632","species","Basidiomycota","Gomphaceae","Ramaricium","Ramaricium polyporoideum"
"t0043634","species","Other fungi","Ramicandelaberaceae","Ramicandelaber","Ramicandelaber brevisporus"
"t0043635","species","Other fungi","Ramicandelaberaceae","Ramicandelaber","Ramicandelaber fabisporus"
"t0043636","species","Other fungi","Ramicandelaberaceae","Ramicandelaber","Ramicandelaber taiwanensis"
"t0043637","species","Ascomycota","Dissoconiaceae","Ramichloridium","Ramichloridium apiculatum"
"t0043638","species","Ascomycota","Dissoconiaceae","Ramichloridium","Ramichloridium bicellularipes"
"t0043640","species","Ascomycota","Dissoconiaceae","Ramichloridium","Ramichloridium ducassei"
"t0043642","species","Ascomycota","Mycosphaerellaceae","Ramularia","Ramularia citrifolia"
"t0043643","species","Ascomycota","Mycosphaerellaceae","Ramularia","Ramularia coleosporii"
"t0043644","species","Ascomycota","Mycosphaerellaceae","Ramularia","Ramularia coleosporium"
"t0043645","species","Ascomycota","Mycosphaerellaceae","Ramularia","Ramularia lamii"
"t0043646","species","Ascomycota","Mycosphaerellaceae","Ramularia","Ramularia lobeliae"
"t0043647","species","Ascomycota","Mycosphaerellaceae","Ramularia","Ramularia major"
"t0043648","species","Ascomycota","Mycosphaerellaceae","Ramularia","Ramularia pratensis"
"t0043649","species","Ascomycota","Mycosphaerellaceae","Ramularia","Ramularia pusilla"
"t0043650","species","Ascomycota","Mycosphaerellaceae","Ramulariopsis","Ramulariopsis areolata"
"t0043651","species","Basidiomycota","Raveneliaceae","Ravenelia","Ravenelia formosana"
"t0043652","species","Basidiomycota","Raveneliaceae","Ravenelia","Ravenelia hobsonii"
"t0043653","species","Basidiomycota","Raveneliaceae","Ravenelia","Ravenelia millettiae"
"t0043654","species","Basidiomycota","Raveneliaceae","Ravenelia","Ravenelia ornata"
"t0043655","species","Basidiomycota","Raveneliaceae","Ravenelia","Ravenelia tephrosiicola"
"t0043656","species","Ascomycota","Nectriaceae","Rectifusarium","Rectifusarium ventricosum"
"t0043657","species","Other fungi","Diversisporaceae","Redeckera","Redeckera fragilis"
"t0043658","species","Ascomycota","Parmeliaceae","Relicina","Relicina abstrusa"
"t0043659","species","Ascomycota","Parmeliaceae","Relicina","Relicina malesiana"
"t0043660","species","Ascomycota","Parmeliaceae","Relicina","Relicina schizospatha"
"t0043662","species","Ascomycota","Parmeliaceae","Relicina","Relicina sydneyensis"
"t0043663","species","Ascomycota","Halosphaeriaceae","Remispora","Remispora quadri"
"t0043664","species","Ascomycota","Halosphaeriaceae","Remispora","Remispora stellata"
"t0043665","species","Ascomycota","Parmeliaceae","Remototrachyna","Remototrachyna flexilis"
"t0043666","species","Basidiomycota","Hydnaceae","Repetobasidium","Repetobasidium intermedium"
"t0043668","species","Basidiomycota","Rickenellaceae","Resinicium","Resinicium bicolor"
"t0043669","species","Basidiomycota","Rickenellaceae","Resinicium","Resinicium friabile"
"t0043670","species","Basidiomycota","Rickenellaceae","Resinicium","Resinicium saccharicola"
"t0043672","species","Ascomycota","Mycosphaerellaceae","Rhabdospora","Rhabdospora avicenniae"
"t0043673","species","Ascomycota","Mycosphaerellaceae","Rhabdospora","Rhabdospora curvula"
"t0043674","species","Ascomycota","Laboulbeniaceae","Rhachomyces","Rhachomyces mirei"
"t0043675","species","Ascomycota","Laboulbeniaceae","Rhachomyces","Rhachomyces tenuis"
"t0043676","species","Ascomycota","Laboulbeniaceae","Rhachomyces","Rhachomyces velatus"
"t0043678","species","Ascomycota","Herpotrichiellaceae","Rhinocladiella","Rhinocladiella schulzeri"
"t0043680","species","Other fungi","Chytridiaceae","Rhizidium","Rhizidium chitinophilum"
"t0043681","species","Other fungi","Chytridiaceae","Rhizidium","Rhizidium ramosum"
"t0043682","species","Other fungi","Chytridiaceae","Rhizidium","Rhizidium windermerense"
"t0043683","species","Ascomycota","Rhizinaceae","Rhizina","Rhizina undulata"
"t0043685","species","Other fungi","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium globosum"
"t0043686","species","Basidiomycota","Ceratobasidiaceae","Rhizoctonia","Rhizoctonia bataticola"
"t0043688","species","Other fungi","Lichtheimiaceae","Rhizomucor","Rhizomucor miehei"
"t0043689","species","Other fungi","Lichtheimiaceae","Rhizomucor","Rhizomucor pusillus"
"t0043690","species","Other fungi","Lichtheimiaceae","Rhizomucor","Rhizomucor variabilis"
"t0043691","species","Other fungi","Glomeraceae","Rhizophagus","Rhizophagus aggregatus"
"t0043693","species","Other fungi","Glomeraceae","Rhizophagus","Rhizophagus fasciculatus"
"t0043695","species","Other fungi","Glomeraceae","Rhizophagus","Rhizophagus invermaius"
"t0043696","species","Other fungi","Rhizophlyctidaceae","Rhizophlyctis","Rhizophlyctis bonseyi"
"t0043697","species","Other fungi","Rhizophlyctidaceae","Rhizophlyctis","Rhizophlyctis chitinophila"
"t0043698","species","Other fungi","Rhizophlyctidaceae","Rhizophlyctis","Rhizophlyctis hyalina"
"t0043699","species","Other fungi","Rhizophlyctidaceae","Rhizophlyctis","Rhizophlyctis mastigotrichis"
"t0043700","species","Other fungi","Rhizophlyctidaceae","Rhizophlyctis","Rhizophlyctis rosea"
"t0043701","species","Other fungi","Rhizophlyctidaceae","Rhizophlyctis","Rhizophlyctis variabilis"
"t0043702","species","Other fungi","Rhizophydiaceae","Rhizophydium","Rhizophydium biporosum"
"t0043703","species","Other fungi","Rhizophydiaceae","Rhizophydium","Rhizophydium capillaceum"
"t0043704","species","Other fungi","Rhizophydiaceae","Rhizophydium","Rhizophydium chaetiferum"
"t0043705","species","Other fungi","Rhizophydiaceae","Rhizophydium","Rhizophydium chlorogonii"
"t0043706","species","Other fungi","Rhizophydiaceae","Rhizophydium","Rhizophydium condylosum"
"t0043708","species","Other fungi","Rhizophydiaceae","Rhizophydium","Rhizophydium elyense"
"t0043709","species","Other fungi","Rhizophydiaceae","Rhizophydium","Rhizophydium globosum"
"t0043710","species","Other fungi","Rhizophydiaceae","Rhizophydium","Rhizophydium haynaldii"
"t0043711","species","Other fungi","Rhizophydiaceae","Rhizophydium","Rhizophydium keratinophilum"
"t0043712","species","Other fungi","Rhizophydiaceae","Rhizophydium","Rhizophydium macroporosum"
"t0043713","species","Other fungi","Rhizophydiaceae","Rhizophydium","Rhizophydium macrosporum"
"t0043714","species","Other fungi","Rhizophydiaceae","Rhizophydium","Rhizophydium melosirae"
"t0043715","species","Other fungi","Rhizophydiaceae","Rhizophydium","Rhizophydium nodulosum"
"t0043716","species","Other fungi","Rhizophydiaceae","Rhizophydium","Rhizophydium patellarium"
"t0043717","species","Other fungi","Rhizophydiaceae","Rhizophydium","Rhizophydium rarotonganense"
"t0043718","species","Other fungi","Rhizophydiaceae","Rhizophydium","Rhizophydium rostellatum"
"t0043719","species","Other fungi","Rhizophydiaceae","Rhizophydium","Rhizophydium sphaerocarpum"
"t0043720","species","Other fungi","Rhizophydiaceae","Rhizophydium","Rhizophydium sphaerotheca"
"t0043721","species","Other fungi","Rhizophydiaceae","Rhizophydium","Rhizophydium stipitatum"
"t0043723","species","Other fungi","Rhizopodaceae","Rhizopus","Rhizopus niqricans"
"t0043725","species","Other fungi","Rhizopodaceae","Rhizopus","Rhizopus oryzae"
"t0043726","species","Other fungi","Rhizopodaceae","Rhizopus","Rhizopus salebrosus"
"t0043727","species","Other fungi","Rhizopodaceae","Rhizopus","Rhizopus stolonifer"
"t0043729","species","Basidiomycota","Entolomataceae","Rhodophyllus","Rhodophyllus aeruginosus"
"t0043730","species","Basidiomycota","Entolomataceae","Rhodophyllus","Rhodophyllus cyanoniger"
"t0043731","species","Basidiomycota","Sporidiobolaceae","Rhodosporidiobolus","Rhodosporidiobolus poonsookiae"
"t0043732","species","Basidiomycota","Sporidiobolaceae","Rhodosporidium","Rhodosporidium fluviale"
"t0043734","species","Basidiomycota","Sporidiobolaceae","Rhodosporidium","Rhodosporidium toruloides"
"t0043735","species","Basidiomycota","Sporidiobolaceae","Rhodotorula","Rhodotorula aurantiaca"
"t0043736","species","Basidiomycota","Sporidiobolaceae","Rhodotorula","Rhodotorula calyptogenae"
"t0043737","species","Basidiomycota","Sporidiobolaceae","Rhodotorula","Rhodotorula glutinis"
"t0043738","species","Basidiomycota","Sporidiobolaceae","Rhodotorula","Rhodotorula graminis"
"t0043739","species","Basidiomycota","Sporidiobolaceae","Rhodotorula","Rhodotorula mucilaginosa"
"t0043740","species","Basidiomycota","Sporidiobolaceae","Rhodotorula","Rhodotorula nothofagi"
"t0043741","species","Basidiomycota","Sporidiobolaceae","Rhodotorula","Rhodotorula paludigena"
"t0043742","species","Basidiomycota","Sporidiobolaceae","Rhodotorula","Rhodotorula sinensis"
"t0043743","species","Basidiomycota","Sporidiobolaceae","Rhodotorula","Rhodotorula toruloides"
"t0043749","species","Ascomycota","Englerulaceae","Rhytidenglerula","Rhytidenglerula trematis"
"t0043751","species","Ascomycota","Rhytismataceae","Rhytisma","Rhytisma ilicis"
"t0043752","species","Ascomycota","Rhytismataceae","Rhytisma","Rhytisma rhododendri"
"t0043754","species","Ascomycota","Laboulbeniaceae","Rickia","Rickia ancylopi"
"t0043755","species","Ascomycota","Laboulbeniaceae","Rickia","Rickia aulachochiri"
"t0043756","species","Ascomycota","Laboulbeniaceae","Rickia","Rickia coptengalis"
"t0043757","species","Ascomycota","Laboulbeniaceae","Rickia","Rickia phloeonomi"
"t0043758","species","Ascomycota","Laboulbeniaceae","Rickia","Rickia proliferans"
"t0043759","species","Ascomycota","Laboulbeniaceae","Rickia","Rickia taiwanensis"
"t0043760","species","Ascomycota","Laboulbeniaceae","Rickia","Rickia wulaiensis"
"t0043761","species","Basidiomycota","Meripilaceae","Rigidoporus","Rigidoporus crocatus"
"t0043762","species","Basidiomycota","Meripilaceae","Rigidoporus","Rigidoporus cuneatus"
"t0043763","species","Basidiomycota","Meripilaceae","Rigidoporus","Rigidoporus durns"
"t0043764","species","Basidiomycota","Meripilaceae","Rigidoporus","Rigidoporus lineatus"
"t0043766","species","Basidiomycota","Meripilaceae","Rigidoporus","Rigidoporus ulmarius"
"t0043767","species","Basidiomycota","Meripilaceae","Rigidoporus","Rigidoporus vinctus"
"t0043769","species","Ascomycota","Parmeliaceae","Rimelia","Rimelia cetrata"
"t0043771","species","Ascomycota","Physciaceae","Rinodina","Rinodina imitatrix"
"t0043772","species","Ascomycota","Physciaceae","Rinodina","Rinodina varians"
"t0043773","species","Basidiomycota","Sporidiobolaceae","Rogersiomyces","Rogersiomyces okefenokeensis"
"t0043774","species","Ascomycota","Xylariaceae","Rosellinia","Rosellinia arcuata"
"t0043775","species","Ascomycota","Xylariaceae","Rosellinia","Rosellinia bambusae"
"t0043776","species","Ascomycota","Xylariaceae","Rosellinia","Rosellinia bunodes"
"t0043777","species","Ascomycota","Xylariaceae","Rosellinia","Rosellinia corticium"
"t0043778","species","Ascomycota","Xylariaceae","Rosellinia","Rosellinia evansii"
